SatelliteName,OperatorCountry,Users,Purpose,OrbitClass,OrbitType,Perigee,Apogee,Period,LaunchMass,DryMass,Power,LaunchDate,Current Date,Age,ContractorCountry,LaunchSite,LaunchVehicle
Shijian 11-08 (SJ-11-08),China,Government,Technology Development,LEO,Sun-Synchronous,690,705,98.6,,,,10/27/2014,6/5/2018,4,China,Jiuquan Satellite Launch Center,Long March 2C
Shijian 12 (SJ-12),China,Government,Technology Development,LEO,Sun-Synchronous,583,601,96.5,,,,6/15/2010,6/5/2018,8,China,Jiuquan Satellite Launch Center,Long March 2D
Shijian 15 (SJ-15),China,Government,Technology Development,LEO,Sun-Synchronous,661,673,98.08,,,,7/19/2013,6/5/2018,5,China,Taiyuan Launch Center,Long March 3C
Shijian 16-01 (SJ-16),China,Government,Technology Development,LEO,Polar,599,616,96.85,,,,10/25/2013,6/5/2018,5,China,Jiuquan Satellite Launch Center,Long March 4B
Shijian 16-02,China,Government,Technology Development,LEO,Polar,338,594,96.81,,,,6/29/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 4B
Shijian 17,China,Government,Technology Development,GEO,None,35777,35796,1435.8,"3,800",,,11/3/2016,6/5/2018,2,China,Wenchang Satellite Launch Center,Long March 5
"Shijian 6A (SJ-6A, Dong Fang Hong 60)",China,Government,Space Science,LEO,Sun-Synchronous,579,606,96.5,,,,9/8/2004,6/5/2018,14,China,Taiyuan Launch Center,Long March 4B
Shijian 6B (SJ-6B),China,Government,Space Science,LEO,Sun-Synchronous,587,598,96.5,,,,9/8/2004,6/5/2018,14,China,Taiyuan Launch Center,Long March 4B
Shijian 6C (SJ-6-02A),China,Government,Space Science,LEO,Sun-Synchronous,591,594,96.5,,,,10/23/2006,6/5/2018,12,China,Taiyuan Launch Center,Long March 4B
Shijian 6D (SJ-6-02B),China,Government,Space Science,LEO,Sun-Synchronous,594,595,96.6,,,,10/23/2006,6/5/2018,12,China,Taiyuan Launch Center,Long March 4B
"Shijian 6E (SJ6-03A, SJ-6E)",China,Government,Space Science,LEO,Sun-Synchronous,581,607,96.6,,,,10/25/2008,6/5/2018,10,China,Taiyuan Launch Center,Long March 4B
"Shijian 6F (SJ6-03B, SJ-6F)",China,Government,Space Science,LEO,Sun-Synchronous,578,603,96.5,,,,10/25/2008,6/5/2018,10,China,Taiyuan Launch Center,Long March 4B
Shijian 6G (SJ6-04A),China,Government,Earth Observation,LEO,Sun-Synchronous,584,603,96.6,,,,10/6/2010,6/5/2018,8,China,Taiyuan Launch Center,Long March 4B
Shijian 6H (SJ6_04B),China,Government,Earth Observation,LEO,Sun-Synchronous,586,602,96.6,,,,10/6/2010,6/5/2018,8,China,Taiyuan Launch Center,Long March 4B
"Shijian 7 (SJ7, Dong Fang Hong 65)",China,Government,Space Science,LEO,Sun-Synchronous,534,591,95.9,,,,7/5/2005,6/5/2018,13,China,Jiuquan Satellite Launch Center,Long March 2D
Shijian 9A (SJ 9A),China,Government,Technology Development,LEO,Sun-Synchronous,623,650,97.44,,,,10/14/2012,6/5/2018,6,China,Taiyuan Launch Center,Long March 2C
Shijian 9B (SJ 9B),China,Government,Technology Development,LEO,Sun-Synchronous,624,651,97.46,,,,10/14/2012,6/5/2018,6,China,Taiyuan Launch Center,Long March 2C
"Shiyan 1 (SY 1, Tansuo 1, Experimental Satellite 1)",China,Government,Earth Observation,LEO,Sun-Synchronous,586,601,96.6,204,,,4/18/2004,6/5/2018,15,China,Xichang Satellite Launch Center,Long March 2C
"Shiyan 3 (SY3, Experimental Satellite 3)",China,Government,Earth Observation,LEO,Sun-Synchronous,785,803,100.8,300,,,11/5/2008,6/5/2018,10,China,Jiuquan Satellite Launch Center,Long March 2D
"Shiyan 4 (SY4, Experimental Satellite 4)",China,Government,Earth Observation,LEO,Sun-Synchronous,784,802,100.7,300,,,11/20/2011,6/5/2018,7,China,Jiuquan Satellite Launch Center,Long March 2D
"Shiyan 5 (SY5, Experimental Satellite 5)",China,Government,Earth Observation,LEO,Sun-Synchronous,739,755,99.7,204,,,11/25/2013,6/5/2018,5,China,Jiuquan Satellite Launch Center,Long March 2D
"Shiyan 7 (SY7, Experimental Satellite 7)",China,Military,Technology Development,LEO,Sun-Synchronous,668,672,98.15,,,,7/19/2013,6/5/2018,5,China,Taiyuan Launch Center,Long March 4C
Sicral 1A ,Italy,Military,Communications,GEO,None,35769,35802,1436.06,"2,596","1,263","3,300",2/7/2001,6/5/2018,18,Italy,Guiana Space Center,Ariane 44L
Sicral 1B,Italy,Military/Commercial,Communications,GEO,None,35788,35802,1436.52,"3,038",,,4/20/2009,6/5/2018,10,Italy,Sea Launch Odyssey,Zenit 3SL
Sicral 2/Syracuse 3C,France/Italy,Military,Communications,GEO,None,35770,35800,1436,"4,400",,"7,700",4/26/2015,6/5/2018,4,France/Italy,Guiana Space Center,Ariane 5
"Sinah-1 (Sina 1, ZS1)",Iran,Government,Communications,LEO,Sun-Synchronous,681,703,98.6,170,,,10/27/2005,6/5/2018,13,Russia,Plesetsk Cosmodrome,Kosmos 3M
SINOD D-1,USA,Commercial,Technology Demonstration,LEO,Non-Polar Inclined,494,800,97.67,2,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
SINOD D-3,USA,Commercial,Technology Demonstration,LEO,Non-Polar Inclined,494,800,97.66,2,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
"Sinosat-6 (Chinasat-6A, XN-6)",China,Commercial,Communications,GEO,None,35794,35796,1436.1,"5,000",,,9/4/2010,6/5/2018,8,China,Xichang Satellite Launch Center,Long March 3B
Sirius 1 (SD Radio 1),USA,Commercial,Communications,Elliptical,Molniya,23783,47100,1418.5,"3,727","1,570",,6/30/2000,6/5/2018,18,USA,Baikonur Cosmodrome,Proton K
Sirius 2 (SD Radio 2),USA,Commercial,Communications,Elliptical,Molniya,12849,47048,1148.43,"3,792","1,570",,9/5/2000,6/5/2018,18,USA,Baikonur Cosmodrome,Proton K
Sirius 3 (SD Radio 3),USA,Commercial,Communications,Elliptical,Molniya,6179,47086,994.83,"3,727","1,570",,11/30/2000,6/5/2018,18,USA,Baikonur Cosmodrome,Proton K
Sirius 4 (Astra 4A),Sweden,Commercial,Communications,GEO,None,35776,35795,1436.1,"4,400",,,11/17/2007,6/5/2018,11,USA,Baikonur Cosmodrome,Proton M
Sirius FM-5,USA,Commercial,Communications,GEO,None,35774,35798,1436,"5,800",,"20,000",6/30/2009,6/5/2018,9,USA,Baikonur Cosmodrome,Proton M
Sirius FM-6,USA,Commercial,Communications,GEO,None,35785,35791,1436.16,"6,020","2,975","20,000",10/25/2013,6/5/2018,5,USA,Baikonur Cosmodrome,Proton M
Sirius XM-5,USA,Commercial,Communications,GEO,None,35779,35795,1436.12,"5,983",,"18,000",10/14/2010,6/5/2018,8,USA,Baikonur Cosmodrome,Proton M
skCube,Slovakia,Civil,Technology Development,LEO,Sun-Synchronous,496,512,94.7,1,,,6/23/2017,6/5/2018,1,Slovakia,Satish Dhawan Space Centre,PSLV
Sky Mexico-1,Mexico,Commercial,Communications,GEO,None,35788,35800,1436,"3,180",,,5/27/2015,6/5/2018,4,USA,Guiana Space Center,Ariane 5 ECA
Sky Muster 1 (NBN-1A),Australia,Commercial,Communications,GEO,None,35744,35777,1434.76,"6,440",,"16,400",9/30/2015,6/5/2018,3,USA,Guiana Space Center,Ariane 5 ECA
Sky Muster 2 (NBN-1B),Australia,Commercial,Communications,GEO,None,35790,35798,1436.1,"6,405",,"16,400",10/5/2016,6/5/2018,2,USA,Guiana Space Center,Ariane 5
SkyBrasil-1 (Intelsat 32E),Brazil,Commercial,Communications,GEO,None,35785,35787,1436,"6,000",,"16,000",2/14/2017,6/5/2018,2,Germany/Britain/France/Spain,Guiana Space Center,Ariane 5ECA
Skynet 4C ,United Kingdom,Military,Communications,GEO,None,35775,35797,1436.07,"1,474",850,"1,200",8/30/1990,6/5/2018,28,France/UK/Germany,Guiana Space Center,Ariane 44LP
Skynet 4E ,United Kingdom,Military,Communications,GEO,None,35774,35797,1436.06,"1,510",759,"1,200",2/26/1999,6/5/2018,20,France/UK/Germany,Guiana Space Center,Ariane 44L
Skynet 4F ,United Kingdom,Military,Communications,GEO,None,35773,35801,1436.15,"1,510",830,"1,200",2/7/2001,6/5/2018,18,France/UK/Germany,Guiana Space Center,Ariane 44L
Skynet 5A,United Kingdom,Military,Communications,GEO,None,35771,35802,1436.1,"4,700","2,170","6,000",3/11/2007,6/5/2018,12,France/UK/Germany,Guiana Space Center,Ariane 5 ECA
Skynet 5B,United Kingdom,Military,Communications,GEO,None,35700,35803,1436.1,"4,635","2,170","6,000",11/14/2007,6/5/2018,11,France/UK/Germany,Guiana Space Center,Ariane 5
Skynet 5C,United Kingdom,Military,Communications,GEO,None,35770,35803,1436.1,"4,600",,,6/12/2008,6/5/2018,10,United Kingdom,Guiana Space Center,Ariane 5 ECA
Skynet 5D,United Kingdom,Military,Communications,GEO,None,35786,35793,1436.24,"4,638",,,12/19/2012,6/5/2018,6,United Kingdom,Guiana Space Center,Ariane 5 ECA
SkySat-1,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,567,599,96.34,,,,11/21/2013,6/5/2018,5,USA,Dombarovsky Air Base,Dnepr
SkySat-2,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,626,634,97.31,90,,,7/8/2014,6/5/2018,4,USA,Baikonur Cosmodrome,Soyuz-2.1b
SkySat-3 (SkySat Gen 2-1),USA,Commercial,Earth Observation,LEO,Sun-Synchronous,500,515,94.78,110,,,6/22/2016,6/5/2018,2,USA,Satish Dhawan Space Centre,PSLV XL
Skysat-4,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,501,502,94.64,110,,,9/16/2016,6/5/2018,2,USA,Guiana Space Center,Vega
Skysat-5,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,501,502,94.64,110,,,9/16/2016,6/5/2018,2,USA,Guiana Space Center,Vega
Skysat-6,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,497,506,94.64,110,,,9/16/2016,6/5/2018,2,USA,Guiana Space Center,Vega
Skysat-7,USA,Commercial,Earth Observation,LEO,Sun-Synchronous,501,502,94.65,110,,,9/16/2016,6/5/2018,2,USA,Guiana Space Center,Vega
SkyTerra 1,USA,Commercial,Communications,GEO,None,35782,35791,1436.09,"5,360","3,200",,11/14/2010,6/5/2018,8,USA,Baikonur Cosmodrome,Breeze M
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,Military,Communications,Elliptical,Molniya,1200,11600,240,,,,5/12/1996,6/5/2018,23,USA,Vandenberg AFB,Titan IV
SMAP (Soil Moisture Active Passive Satellite),USA,Government,Earth Observation,LEO,Sun-Synchronous,660,686,98.21,,,,1/31/2015,6/5/2018,4,USA,Vandenberg AFB,Delta 2
SMDC-ONE 1.1 (Techsat),USA,Military,Technology Development,LEO,Non-Polar Inclined,495,791,97.5,5,,,9/13/2012,6/5/2018,6,USA,Vandenberg AFB,Atlas 5
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),USA,Military,Technology Development,LEO,Non-Polar Inclined,483,789,97.4,3,,,9/13/2012,6/5/2018,6,USA,Vandenberg AFB,Atlas 5
SMDC-ONE 2.3,USA,Military,Technology Development,LEO,Polar,443,886,98,5,,,12/6/2013,6/5/2018,5,USA,Vandenberg AFB,Atlas 5
SMDC-ONE 2.4,USA,Military,Technology Development,LEO,Polar,443,886,98,5,,,12/6/2013,6/5/2018,5,USA,Vandenberg AFB,Atlas 5
SMOS (Soil Moisture and Ocean Salinity satellite),ESA,Government,Earth Observation,LEO,Sun-Synchronous,759,760,100,658,630,"1,065",11/2/2009,6/5/2018,9,France,Plesetsk Cosmodrome,Breeze KM
SNaP-3 Alice,USA,Military,Technology Development,LEO,Non-Polar Inclined,495,801,97.68,5,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
SNaP-3 Eddie,USA,Military,Technology Development,LEO,Non-Polar Inclined,496,801,97.69,5,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
SNaP-3 Jimi,USA,Military,Technology Development,LEO,Non-Polar Inclined,495,801,97.67,5,,,10/8/2015,6/5/2018,3,USA,Cape Canaveral,Atlas 5
SNaP-3-1  (Space and Missile Defense Command NanoSat Program),USA,Military,Communications,LEO,Polar,443,886,98,,,,12/6/2013,6/5/2018,5,USA,Vandenberg AFB,Atlas 5
SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),Japan,Commercial,Technology Development,LEO,Sun-Synchronous,618,629,97.17,48,,100,5/24/2014,6/5/2018,5,Japan,Tanegashima Space Center,H-2A
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Civil,Technology Development,LEO,Sun-Synchronous,657,665,98,50,,,1/23/2009,6/5/2018,10,Japan,Tanegashima Space Center,H-2A
SORCE (SOlar Radiation and Climate Experiment),USA,Civil,Space Science,LEO,Non-Polar Inclined,600,633,97,315,290,348,1/25/2003,6/5/2018,16,USA,Cape Canaveral,Pegasus XL
South Asia Satellite (GSAT 9),India,Government,Communications,GEO,None,35775,35798,1436.11,"2,230",,,5/6/2017,6/5/2018,2,India,Satish Dhawan Space Centre,GSLV
Spacecube (QB50-FR05),France,Government,Technology Development,LEO,Non-Polar Inclined,400,403,92.6,4,,,5/18/2017,6/5/2018,2,France,International Space Station,Nanorack Deployer
Spaceway 3,USA,Commercial,Communications,GEO,None,35785,35787,1436.1,"6,100","3,655",,8/14/2007,6/5/2018,11,USA,Guiana Space Center,Ariane 5 ECA
Spaceway F1,USA,Commercial,Communications,GEO,None,35785,35787,1436.1,"5,993","3,691","12,300",4/26/2005,6/5/2018,14,USA,Sea Launch Odyssey,Zenit 3SL
Spaceway F2,USA,Commercial,Communications,GEO,None,35785,35787,1436.1,"5,993","3,691","12,300",11/16/2005,6/5/2018,13,USA,Guiana Space Center,Ariane 5 ECA
Spainsat,Spain,Military,Communications,GEO,None,35745,35826,1436.1,"3,680","1,467",,3/11/2006,6/5/2018,13,USA,Guiana Space Center,Ariane 5
Spark-1,China,Government,Earth Observation,LEO,Sun-Synchronous,690,725,98.94,50,,,12/21/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 2D
Spark-2,China,Government,Earth Observation,LEO,Sun-Synchronous,690,727,98.96,50,,,12/21/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 2D
Spektr-R/RadioAstron,Multinational,Government,Space Science,LEO,Cislunar,1000,330000,8 days,"3,660",,,7/18/2011,6/5/2018,7,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB
SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),France,Military,Technology Development,Elliptical,None,240,31342,547,117,,,2/11/2009,6/5/2018,10,France,Guiana Space Center,Ariane 5 ECA
SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),France,Military,Technology Development,Elliptical,None,389,17480,314,117,,,2/11/2009,6/5/2018,10,France,Guiana Space Center,Ariane 5 ECA
Spot 6 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,696,699,98.73,720,,,9/9/2012,6/5/2018,6,France/UK/Germany,Satish Dhawan Space Centre,PSLV
Spot 7 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Commercial,Earth Observation,LEO,Sun-Synchronous,643,660,97.77,714,,,6/30/2014,6/5/2018,4,France/UK/Germany,Satish Dhawan Space Centre,PSLV-CA
SPROUT  (SPace Research On Unique Technology),Japan,Civil,Technology Development,LEO,Sun-Synchronous,614,629,97.13,7,,,5/24/2014,6/5/2018,5,Japan,Tanegashima Space Center,H-2A
SRMSat (Sri Ramaswamy Memorial Satellite),India,Civil,Technology Development,LEO,Non-Polar Inclined,850,868,102.1,11,,,10/12/2011,6/5/2018,7,India,Satish Dhawan Space Centre,PSLV
SSOT (Sistema Satelital para la Observación de la Tierra),Chile,Government/Military,Earth Observation,LEO,Sun-Synchronous,622,624,97.2,117,,,12/17/2011,6/5/2018,7,France,Guiana Space Center,Soyuz 2/Fregat
ST-2 (Singapore-Taiwan 2),Singapore/Taiwan,Commercial,Communications,GEO,None,35783,35791,1436.12,"5,090",,,5/20/2011,6/5/2018,8,Japan,Guiana Space Center,Ariane 5
Star One C1,Brazil,Commercial,Communications,GEO,None,35703,35778,1436,"4,100","1,750","10,500",11/14/2007,6/5/2018,11,France,Guiana Space Center,Ariane 5
Star One C2,Brazil,Commercial,Communications,GEO,None,35776,35796,1436.1,"4,100","1,750",,4/18/2008,6/5/2018,11,France,Guiana Space Center,Ariane 5 ECA
Star One C3,Brazil,Commercial,Communications,GEO,None,35791,35848,1437.78,"3,225","1,402",,11/10/2012,6/5/2018,6,USA,Guiana Space Center,Ariane 5 ECA
Star One C4,Brazil,Commercial,Communications,GEO,None,35786,35801,1436.1,"5,634",,"15,600",7/15/2015,6/5/2018,3,USA,Guiana Space Center,Ariane 5 ECA
Star One D1,Brazil,Commercial,Communications,GEO,None,35741,35777,1434.7,"6,433",,,12/21/2016,6/5/2018,2,USA,Guiana Space Center,Ariane 5
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,Military,Space Science,LEO,Non-Polar Inclined,500,506,94.6,3,,,11/19/2013,6/5/2018,5,USA,Wallops Island Flight Facility,Minotaur 1
STARS-1 Kukai ,Japan,Civil,Technology Development,LEO,Sun-Synchronous,647,667,97.88,7,,,1/23/2009,6/5/2018,10,Japan,Tanegashima Space Center,H-2A
STARS-C Oyaki,Japan,Civil,Technology Development,LEO,Non-Polar Inclined,400,406,92.62,,2,,12/19/2016,6/5/2018,2,Japan,International Space Station,J-SSOD 5
STPSat-2 (USA 217),USA,Military,Technology Development,LEO,Polar,650,650,97.73,180,,,11/20/2010,6/5/2018,8,USA,Kodiak Launch Complex,Minotaur 4
STPSat-3 (Space Test Program Satellite-3) ,USA,Military,Technology Development,LEO,Non-Polar Inclined,497,507,94.66,137,,,11/19/2013,6/5/2018,5,USA,Wallops Island Flight Facility,Minotaur 1
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",United Kingdom,Commercial,Technology Development,LEO,Sun-Synchronous,772,783,100.4,4,,,2/25/2013,6/5/2018,6,UK,Satish Dhawan Space Centre,PSLV
Strela 3 (Cosmos 2385),Russia,Military,Communications,LEO,Polar,1417,1425,114.2,225,,,12/27/2001,6/5/2018,17,Russia,Plesetsk Cosmodrome,Tsyklon 3
Strela 3 (Cosmos 2386),Russia,Military,Communications,LEO,Polar,1415,1419,114.2,225,,,12/27/2001,6/5/2018,17,Russia,Plesetsk Cosmodrome,Tsyklon 3
Strela 3 (Cosmos 2390),Russia,Military,Communications,LEO,Equatorial,1468,1506,115.7,225,,,7/8/2002,6/5/2018,16,Russia,Plesetsk Cosmodrome,Kosmos 3M
Strela 3 (Cosmos 2391),Russia,Military,Communications,LEO,Polar,1466,1506,115.7,225,,,7/8/2002,6/5/2018,16,Russia,Plesetsk Cosmodrome,Kosmos 3M
Strela 3 (Cosmos 2400),Russia,Military,Communications,LEO,Polar,1467,1503,115.7,225,,,8/19/2003,6/5/2018,15,Russia,Plesetsk Cosmodrome,Kosmos 3M
Strela 3 (Cosmos 2401),Russia,Military,Communications,LEO,Polar,1465,1502,115.6,225,,,8/19/2003,6/5/2018,15,Russia,Plesetsk Cosmodrome,Kosmos 3M
Strela 3 (Cosmos 2408),Russia,Military,Communications,LEO,Polar,1471,1495,115.5,225,,,9/23/2004,6/5/2018,14,Russia,Plesetsk Cosmodrome,Kosmos 3M
Strela 3 (Cosmos 2409),Russia,Military,Communications,LEO,Polar,1474,1495,115.6,225,,,9/23/2004,6/5/2018,14,Russia,Plesetsk Cosmodrome,Kosmos 3M
STSat-2C,South Korea,Government,Technology Development,LEO,Polar,298,1482,102.77,93,,160,1/30/2013,6/5/2018,6,South Korea,Naro Space Center,Naro-1
STSat-3,South Korea,Government,Technology Development,LEO,Sun-Synchronous,593,626,96.88,150,,275,11/21/2013,6/5/2018,5,South Korea,Dombarovsky Air Base,Dnepr
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Military,Technology Development,LEO,Sun-Synchronous,867,879,102.41,,,,5/5/2009,6/5/2018,10,USA,Vandenberg AFB,Delta 2
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Military,Technology Development,LEO,Non-Polar Inclined,1347,1352,112.68,"2,240","1,100",,9/25/2009,6/5/2018,9,USA,Cape Canaveral,Delta 2
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Military,Technology Development,LEO,Non-Polar Inclined,1339,1351,112.58,"2,240","1,100",,9/25/2009,6/5/2018,9,USA,Cape Canaveral,Delta 2
Suchai (Satellite of the University of Chile for Aerospace Investigation),Chile,Civil,Technology Development,LEO,Sun-Synchronous,496,512,94.6,1,,,6/23/2017,6/5/2018,1,Chile,Satish Dhawan Space Centre,PSLV
Superbird 7 (Superbird C2),Japan,Commercial,Communications,GEO,None,35778,35794,1436.1,"5,000",,,8/14/2008,6/5/2018,10,Japan,Guiana Space Center,Ariane 5 ECA
Superbird-B2 (Superbird 4),Japan,Commercial,Communications,GEO,None,35779,35793,1436.09,"4,051","2,160","5,400 (EOL)",2/18/2000,6/5/2018,19,USA,Guiana Space Center,Ariane 44L
Superview 1-01 (GaoJing 1-01),China,Commercial,Earth Observation,LEO,Sun-Synchronous,530,530,95.1,560,,,12/28/2016,6/5/2018,2,China,Taiyuan Launch Center,Long March 2D
Superview 1-02 (GaoJing 1-02),China,Commercial,Earth Observation,LEO,Sun-Synchronous,530,530,95.1,560,,,12/28/2016,6/5/2018,2,China,Taiyuan Launch Center,Long March 2D
SWARM-A,ESA,Government,Earth Observation,LEO,Polar,473,476,93.9,468,369,608,11/22/2013,6/5/2018,5,France,Plesetsk Cosmodrome,Rokot
SWARM-B,ESA,Government,Earth Observation,LEO,Polar,473,476,93.9,468,369,608,11/22/2013,6/5/2018,5,France,Plesetsk Cosmodrome,Rokot
SWARM-C,ESA,Government,Earth Observation,LEO,Polar,486,496,94,468,369,608,11/22/2013,6/5/2018,5,France,Plesetsk Cosmodrome,Rokot
Swayam,India,Civil,Technology Development,LEO,Sun-Synchronous,500,518,94.7,1,,,6/22/2016,6/5/2018,2,India,Satish Dhawan Space Centre,PSLV XL
Swift ,USA/United Kingdom/Italy,Civil,Space Science,LEO,Non-Polar Inclined,571,590,96.3,"1,463",,"1,040",11/20/2004,6/5/2018,14,USA,Cape Canaveral,Delta 7320
SwissCube,Switzerland,Civil,Technology Development,LEO,Sun-Synchronous,710,720,99.1,1,,,9/23/2009,6/5/2018,9,Switzerland,Satish Dhawan Space Centre,PSLV
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Military,Communications,GEO,None,35778,35792,1436.06,"3,725","1,650","5,640",10/13/2005,6/5/2018,13,France/Italy,Guiana Space Center,Ariane 5
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Military,Communications,GEO,None,35772,35801,1436.09,"3,750","1,658",,8/11/2006,6/5/2018,12,France/Italy,Guiana Space Center,Ariane 5
TacSat 4,USA,Military,Technology Development,Elliptical,Molniya,658,11836,235.16,450,,"1,000",9/27/2011,6/5/2018,7,USA,Kodiak Launch Complex,Minotaur 4
TacSat 6,USA,Military,Technology Development,LEO,Polar,443,886,98,,,,12/5/2013,6/5/2018,5,USA,Vandenberg AFB,Atlas 5
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,Government,Earth Observation,LEO,Sun-Synchronous,507,510,94.8,"1,350",,,6/21/2010,6/5/2018,8,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,Government,Space Science,Elliptical,Deep Highly Eccentric,17313,120961,"3,442.00","1,200",478,220,8/9/2000,6/5/2018,18,International,Baikonur Cosmodrome,Soyuz
"TanSat (Tan Weixing, Carbon Satellite)",China,Government,Earth Observation,LEO,Sun-Synchronous,690,718,98.86,620,,,12/21/2016,6/5/2018,2,China,Jiuquan Satellite Launch Center,Long March 2D
Tanyusha YuZGU-1 (Radioskaf RS-6),USA/Russia,Civil,Communications,LEO,Non-Polar Inclined,397,407,92.6,5,,,8/17/2017,6/5/2018,1,USA,International Space Station,Manual Deployment
Tanyusha YuZGU-2 (Radioskaf RS-7),USA/Russia,Civil,Communications,LEO,Non-Polar Inclined,398,409,92.6,5,,,8/17/2017,6/5/2018,1,USA,International Space Station,Manual Deployment
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,Government,Communications,GEO,None,35768,35802,1436.04,"3,180","1,600","2,300 (EOL)",12/4/2002,6/5/2018,16,USA,Cape Canaveral,Atlas 2A
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,Government,Communications,GEO,None,35732,35844,1436.18,"3,454","1,600","2,300 (EOL)",1/31/2013,6/5/2018,6,USA,Cape Canaveral,Atlas 5
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,Government,Communications,GEO,None,35780,35785,1435.88,"3,454","1,600","3,500 (EOL)",1/23/2014,6/5/2018,5,USA,Cape Canaveral,Atlas 5
"TDRS-13 (Tracking and Data Relay Satellite, TDRS M)",USA,Government,Communications,GEO,None,35755,35813,1436,"3,452","1,600","3,500 (EOL)",8/18/2017,6/5/2018,1,USA,Cape Canaveral,Atlas 5
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C) ",USA,Government,Communications,GEO,None,35693,35878,1436.06,"3,180","1,600","1,800",9/29/1988,6/5/2018,30,USA,Cape Canaveral,Space Shuttle (STS 26)
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,Government/Commercial,Communications,GEO,None,35773,35796,1436.99,"3,180","1,600","1,800",8/2/1991,6/5/2018,27,USA,Cape Canaveral,Space Shuttle (STS 43)
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,Government/Commercial,Communications,GEO,None,35773,35787,1435.7,"3,180","1,600","1,800",1/13/1993,6/5/2018,26,USA,Cape Canaveral,Space Shuttle (STS 54)
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,Government,Communications,GEO,None,35767,35803,1436.04,"3,180","1,600","1,800",7/13/1995,6/5/2018,23,USA,Cape Canaveral,Space Shuttle (STS 70)
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,Government,Communications,GEO,None,35768,35808,1436.2,"3,180","1,600","2,300 (EOL)",6/30/2000,6/5/2018,18,USA,Cape Canaveral,Atlas 2A
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,Government,Communications,GEO,None,35768,35809,1436.11,"3,180","1,600","2,300 (EOL)",3/8/2002,6/5/2018,17,USA,Cape Canaveral,Atlas 2A
TechDemoSat-1,United Kingdom,Government,Technology Development,LEO,Sun-Synchronous,625,631,97.27,150,,,7/8/2014,6/5/2018,4,United Kingdom,Baikonur Cosmodrome,Soyuz-2.1b
Technosat,Germany,Civil,Technology Demonstration,LEO,Sun-Synchronous,586,605,96.6,18,,,7/14/2017,6/5/2018,1,Germany,Baikonur Cosmodrome,Soyuz 2.1a
"TecSAR (Ofeq 8, Polaris)",Israel,Military,Earth Observation,LEO,Non-Polar Inclined,405,580,94.5,300,260,,1/21/2008,6/5/2018,11,Israel,Satish Dhawan Space Centre,PSLV C10
TeLEOS 1,Singapore,Commercial,Earth Observation,LEO,Equatorial,535,550,95.5,400,,,12/16/2015,6/5/2018,3,Singapore,Satish Dhawan Space Centre,PSLV C29
